ID,Gain,Loss
1744543,§ 558.011.1(1),
1744543,§ 558.026.1,
1744543,§ 565.050,
1744543,§ 565.050.2,
1744543,§ 569.020,
1744543,§ 571.015,
1744543,§ 571.015.1,
1744543,§§ 12-4,
1744543,§§ 12.32,
1744543,§§ 12.34(a),
1744543,§§ 18-2,
1744543,§§ 41-901(1)(b),
1744543,§§ 41-901(1)(c),
1744543,,§§
2257892,§ 17404,
2257892,§ 411,
2257892,§ 600,
2257892,§ 606,
2257892,§ 664,
2257892,§ 7554,
2257892,§ 7557,
2257892,§ 904.1,
2257892,§§ 115,
2257892,§§ 17402,
2257892,,(§
2257892,,(§§
2257892,,§
2257892,,§§
1804094,§ 108,
1804094,,§
270119,§ 10,
270119,§ 119(c),
270119,§ 2(11),
270119,§ 7,
270119,§ 8(a),
270119,§ 9(c),
270119,,§
1853016,§ 2,
1853016,,§
1897124,§ 1-52,
1897124,§ 1981,
1897124,§ 2000e-5(e),
1897124,§ 2000e-5(f)(1),
1897124,§§ 2000e,
1897124,,§§
1281555,§ 12.09,
1281555,§ 213,
1281555,§ 315,
1281555,§ 33,
1281555,,§
1265092,§ 9-12-40,
1265092,§ 9-3-29,
1265092,§ 9-3-29(a),
1265092,§ 9-3-29(c),
1265092,,§
1137818,§ 77,
1137818,§ 90,
1137818,§ 95.11(3),
1137818,,(§
1137818,,§
1171138,§ 28,
1171138,,§
1341018,§ 17-7-211,
1341018,,§
1537257,§ 187,
1537257,§ 187(1),
1537257,§ 187(2)(b),
1537257,§ 188,
1537257,§ 188(2),
1537257,§ 189-199,
1537257,§ 2311(b)(1),
1537257,§ 4,
1537257,§ 6,
1537257,§ 9,
1537257,§§ 13-101,
1537257,,§§
1546016,§ 10-29,
1546016,§ 141,
1546016,§ 4.9,
1546016,§ 52,
1546016,§ 52-249(a),
1546016,§ 55-3,
1546016,§ 60-5,
1546016,§ 61-10,
1546016,§§ 52-249(a),
1546016,§§ 60-5,
1546016,,"""[§]52-249a"
1546016,,§§
1929026,§ 11-136.1(1),
1929026,§ 11.14.02.07(1)(a),
1929026,§ 22-105,
1929026,§ 22-105(a),
1929026,§ 22-105(c),
1929026,§ 36,
1929026,§ 99,
1929026,,(§
1869254,§ 30-2-55,
1869254,,§
1950193,§ 1981,
1950193,§ 2000e,
1950193,§ 2000e-2,
1950193,,§
2020059,§ 8,
2020059,§ 9,
2020059,,§
1717506,§ 21,
1717506,§ 9,
1717506,,§
2097157,§ 1366,
2097157,§ 1983,
2097157,§ 3201,
2097157,§ 3863,
2097157,,§
2123399,§ 12022.5,
2123399,§ 187,
2123399,§ 192,
2123399,§ 23,
2123399,§ 3,
2123399,§ 780,
2123399,§ 799,
2123399,§ 8,
2123399,§ 800,
2123399,§ 801,
2123399,§ 802.5,
2123399,,§
1595372,§ 2000e,
1595372,§ 2000e-2(a)(1),
1595372,§ 703(a)(1),
1595372,,§
2143980,§ 10,
2143980,§ 11,
2143980,§ 17,
2143980,§ 1983,
2143980,§ 52,
2143980,§ 6,
2143980,§ 7,
2143980,§§ 1343,
2143980,,§
2143980,,§§
2196180,§ 11,
2196180,,§
2042257,§ 301,
2042257,§ 304.3,
2042257,§ 304.4,
2042257,§ 309,
2042257,§ 311,
2042257,§ 317,
2042257,§ 4,
2042257,§§ 5,
2042257,,§
2042257,,§§
2361623,§ 200.00(f),
2361623,§ 3.00(D),
2361623,§ 3.00(E)(2),
2361623,§ 3.02(B),
2361623,§ 3.02(C),
2361623,,§
2175115,§ 301,
2175115,,§
2369683,§ 20.8,
2369683,,§
2414924,§ 1,
2414924,§ 13891,
2414924,§ 13981,
2414924,§ 13981(b),
2414924,§ 13981(d)(1),
2414924,§ 5,
2414924,§ 922(q),
2414924,,§
2765213,§ 10,
2765213,§ 11,
2765213,§ 6,
2765213,§ 609.109,
2496102,§§ 215(a),
2496102,,§§
2427861,§ 153.007(c),
2427861,§ 154.124,
2427861,§ 157.162,
2427861,§§ 102.003(5),
2427861,§§ 157.263,
2427861,,§§
1431414,§ 1,
1431414,§ 1.03,
1431414,§ 1.08,
1431414,§ 1.1,
1431414,§ 117,
1431414,§ 1985,
1431414,§ 3288,
1431414,§ 339,
1431414,§ 342,
1431414,§ 6521,
1431414,§ 8,
1431414,§§ 235,
1431414,§§ 312,
1431414,§§ 654,
1431414,,(§
1431414,,§§
280035,§ 2255,
280035,,§
2829354,"§ 
 15.50",
2829354,"§ 
 15.50(a)",
2829354,"§ 
15.04",
2829354,§ 1,
2829354,§ 15.04,
2829354,§ 15.50,
2829354,§ 15.50(a),
2829354,§ 15.51(c),
2829354,§ 15.52,
2829354,§ 16,
2829354,§ 187,
2829354,§ 188,
2829354,§ 3.1,
2829354,§ 39,
2829354,§15.50(a),
2829354,§  15.04,
2829354,§  15.50(a),
2829354,"§§ 
 15.04",
2829354,"§§ 
 15.05(a)",
2829354,§§ 15.05,
2829354,§§ 15.50,
2829354,,§
2829354,,§15.50(a).
2829354,,§§
2813797,§ 431,
2813797,,§
2925642,§ 16.004(a)(4),
2925642,,§
1961932,§ 14,
1961932,§ 2,
1961932,§ 229,
1961932,§ 8,
1961932,,§
3005910,§ 2703(d),
3005910,,§
3014238,"§
 718.204",
2087266,§ 414,
2087266,,§
385895,§ 522(b)(2)(B),
385895,,§
1613,§ 3583(e)(3),
1613,,“§
751222,§ 1341,
751222,§ 1512(b),
751222,§ 34,
751222,§ 3571(d),
751222,§ 60003(a)(1),
751222,§ 801.21,
751222,§ 844(i),
380858,§ 77a,
380858,§ 77e,
380858,§ 78a,
380858,§ 78j(b),
380858,§ 78m(a),
380858,,§
173654,§ 112,
173654,§ 271(a),
173654,,§
775078,§§ 1054(g),
775078,§§ 204(g),
775078,,violate§§
775078,,§§
1308185,§ 16-3-2,
1308185,§ 16-3-3,
1308185,§ 17-7-131,
1308185,§ 26-303,
1308185,§ 26-702,
1308185,§ 26-703,
1308185,§ 27-1503,
1308185,§§ 16-3-2,
1308185,§§ 26-702,
1308185,,§
1308185,,§§
2675750,§1979,
2675750,,§1291.
2675750,,"§1979,"
2803607,§ 810.02(3)(d),
2803607,§§ 810.02(3)(d),
2803607,,§
2803607,,§§
6593646,§§ 295,
6593646,,§§
1952261,§ 12.04,
1952261,,§
1964781,§ 410(a),
1964781,§ 533,
1964781,§ 552,
1964781,§ 77b,
1964781,§ 78a,
1964781,§ 78i(e),
1964781,§ 78j(b),
1964781,§ 78u-4(b)(3),
1964781,§ 78u-4(e)(1),
1964781,§ 78u-4(g),
1059464,§ 65.1-29,
1059464,§ 65.2-300,
1059464,§ 65.2-302,
1059464,§ 65.2-307,
1059464,§ 65.2-309,
1059464,§ 8.01-264,
1059464,§§ 65.2-100,
1059464,,§
1059464,,§§
810362,§ 1229a(c)(7),
810362,§ 1229a(c)(7)(C)(i),
810362,§ 1229a(c)(7)(C)(ii),
810362,§ 1229c(d),
810362,,U.S.C.§
810362,,§
1616483,§ 1704,
1616483,§ 1705,
1616483,§ 401(c),
1616483,§ 401(d),
1616483,§ 401(e),
1616483,§§ 10-28,
1616483,,§
1616483,,§§
1054699,§ 39-17-417,
1054699,§ 39-17-432(b),
1054699,,§
1610180,§ 1516a(b)(1)(B),
1610180,§ 3.23,
1610180,,§
2911610,§ 36,
2911610,,§
1339714,§ 251,
1339714,,§
4547153,§ 10910.2(a),
4547153,§§ 10101,
4547153,,§
4547153,,§§
2590471,§ 17-202-1(b),
2590471,§ 17-2021(b),
2590471,§§ 17-201-8(10),
2590471,,[§]
2590471,,§]
2590471,,§§
617922,§ 2255,
617922,§ 23-110,
617922,§ 23-110(a),
617922,§ 23-110(b)(1),
617922,§ 23-110(g),
617922,,[§
617922,,§
3493511,§ 14220,
3493511,§ 4648,
3493511,,§
2625710,§ 13-80-104(1)(a),
2625710,§ 24-51-1105,
2625710,§ 5(3),
2625710,,§
250219,§ 3615,
250219,§ 3617,
250219,,§
2665962,§ 1382c(a)(3)(A),
2665962,§ 404.1472,
2665962,§ 404.1505(a),
2665962,§ 423(d)(2)(A),
2665962,§ 521.687-086,
2665962,§ 529.666-014,
2665962,§ 669.687-014,
2665962,§ 726.687,
2665962,§ 734.687-042,
2665962,"§§

404.1520(a)(4)",
2665962,"§§

404.1527(d)(2)",
2665962,"§§

404.1566(e)",
2665962,§§ 404.1512(e),
2665962,§§ 404.1527(d),
2665962,,§
2665962,,§§
405975,§ 1.5(d),
405975,§ 105-2012,
405975,§ 105-2012(1),
405975,§ 105-2012(2),
405975,§ 110-501,
405975,§ 14,
405975,§ 3008,
405975,§ 4336,
405975,§ 50,
723788,§ 1105a(a)(10),
723788,§ 440(a),
723788,§§ 241(a)(2)(B)(i),
723788,,§
723788,,§§
236950,§ 101,
236950,§ 19,
236950,§ 46,
236950,§ 888,
236950,§§ 27,
236950,§§ 45.01,
236950,,§
236950,,§§
2292039,§ 12132,
2292039,§ 35.105,
2292039,§ 601,
2292039,,§
1067480,§ 1135(A),
1067480,§ 1136,
1067480,§ 1137,
1067480,§ 1138,
1067480,§ 1139,
1067480,§ 18-29,
1067480,§ 18.2-61,
1067480,§ 19.2-268.2,
1067480,§ 297,
1067480,,§
1173420,§ 3,
1173420,§ 3262,
1173420,§ 41-214,
1173420,§ 42-103,
1173420,§ 42-106,
1173420,§ 42-220,
1173420,§ 42-222(2),
1173420,§ 55-101,
1173420,§ 5580,
1173420,§ 9,
1173420,,§
593243,§ 12.00,
593243,§ 12.06(A),
593243,§ 12.07(B),
593243,§ 1381a,
593243,,§
2411681,§ 15.03,
2411681,§ 2-5,
2411681,§ 2254,
2411681,§ 3.11,
2411681,§ 4,
2411681,§ 4478,
2267203,§ 2000e-3(a),
2267203,,§
3866761,§ 269,
3866761,§ 29,
3866761,,§
4105921,§ 38,
4105921,,§
7228206,§ 1,
7228206,§ 10617,
7228206,§ 11002,
7228206,§ 11002.1,
7228206,§ 1983,
7228206,§ 5571.1(b),
7228206,§§ 11.2.1,
7228206,§§ 11002,
7228206,,§
7228206,,§§
3242282,§ 2487,
3242282,,§
3425891,§ 5-1003,
3425891,§ 65,
3425891,,§
4280733,§ 22.221,
4280733,,§
3991011,§ 1,
3991011,§ 2,
3991011,§ 20,
3991011,§ 3471,
3991011,§ 3475,
3991011,§ 3488,
3991011,§ 4,
3991011,§ 6604-20,
3991011,§ 7676,
3991011,§ 7681,
3991011,§ 7697,
3991011,,(§
3991011,,§
3358691,§ 10-39,
3358691,§ 10-50,
3358691,§ 152,
3358691,§ 52-577,
3358691,,§
3592041,§ 203,
3592041,,§
3324308,§ 17-49,
3324308,§ 45a,
3324308,§ 45a-186,
3324308,§ 45a-390,
3324308,§ 45a-395,
3324308,§§ 45a-391,
3324308,,§
3324308,,§§
3332311,§ 1749,
3332311,§ 52,
3332311,§ 52-557,
3332311,§ 7-308,
3332311,§ 7-314,
3332311,§ 7-465,
3332311,§§ 7-465,
3332311,,[§
3332311,,§
3332311,,§§
3460176,§ 14,
3460176,,§
3612091,§ 439,
3612091,,§
4092957,§ 25.1,
4092957,§ 750.100,
4092957,§ 750.110,
4092957,§ 8.13(a),
3692568,§ 2925.11,
3692568,,§
4184331,§ 2-109(F),
4184331,§ 42-358(1),
4184331,§ 42-358(6),
4184331,,§
3868858,§ 1,
3868858,,§
3982909,§ 321a,
3982909,,§
4363959,§ 215.10,
4363959,§ 215.15,
4363959,§ 4952,
4363959,§ 4952(a),
4363959,§ 6105(a)(1),
4363959,§ 6105(b),
4363959,§§ 215.11,
4363959,§§ 215.15,
4363959,,[§]
4363959,,§]
4363959,,§§
3207947,§ 431,
3207947,,§
4177061,§ 431,
4177061,,§
4116110,§ 431,
4116110,,§
4301285,"§

2709.1",
4301285,§ 2706,
4301285,§ 2709,
4301285,§ 2709(a),
4301285,§ 2709(a)(l),
4301285,§ 2709.1,
4301285,§ 706,
4301285,§ 9765,
4301285,§ 9765.6,
4301285,§ 978l(c),
4301285,§ 978l(d),
4301285,§2706,
4301285,§§ 978l(c),
4301285,,either§
4301285,,§
4301285,,§2706.
4301285,,§§
4037690,§ 22.221,
4037690,,§
3193573,"§
682.14(1)",
3193573,§ 57.105,
3193573,§ 57.105(1)(b),
3193573,§ 57.105(3)(c),
3193573,§ 713.31,
3193573,§713.31,
3193573,,§
3193573,,§713.31.”4
4190905,§ 240.1,
4190905,§ 32.43,
4190905,§ 32.43(b),
4190905,,§
4197928,§ 39-14-402(a)(3),
4197928,,§
4202401,§ 53-21,
4202401,§ 53a,
4202401,§ 53a-65,
4202401,§ 53a-71,
4202401,§ 54,
4202401,§ 6.27.2,
4202401,§§ 6-6,
4202401,,§
4202401,,§§
3212763,§ 518.18(d),
4393773,§ 3-304,
4393773,§ 3-316,
4393773,§ 3-803(C),
4393773,§§ 3-310(P),
4393773,§§ 3-501.4,
4393773,,§
4393773,,§§
4435240,§§ 22.01(a)(1),
4435240,,§§
43085,§ 1983,
43085,,§
3320051,§ 406,
3320051,§ 452,
3320051,§ 566,
3320051,,(§
19443,§ 2254(d)(1),
19443,§ 2254(d)(2),
19443,,§
1270074,§ 1395w-101,
1270074,§ 1395w-101(b)(1)(A),
1270074,§ 1395w-101(b)(1)(B)(vi),
1270074,§ 1395w-101(b)(3)(B),
1270074,§ 1395w-104(f),
1270074,§ 1395w-104(g),
1270074,§ 1395w-112(g),
1270074,§ 1395w-21,
1270074,§ 1395w-21(h),
1270074,§ 1395w-21(h)(2),
1270074,§ 1395w-21(h)(4),
1270074,§ 1395w-26(b)(3),
1270074,§ 423.30(a),
1270074,§ 423.32(a),
1270074,§ 423.32(c),
1270074,§ 423.32(d),
1270074,§ 423.36,
1270074,§ 423.38,
1270074,§ 423.50(a)(1),
1270074,§ 423.50(b),
1270074,§ 423.50(c)(1),
1270074,§ 423.50(d)(1)(i),
1270074,§ 423.560,
1270074,§ 423.562(a)(1)(ii),
1270074,§ 423.562(b),
1270074,§ 423.562(b)(1),
1270074,§ 423.562(b)(4)(i),
1270074,§ 423.562(b)(4)(iii),
1270074,§ 423.562(b)(4)(iv),
1270074,§ 423.562(b)(4)(vi),
1270074,§ 423.564,
1270074,§ 423.566(a),
1270074,§ 423.566(c),
1270074,§ 423.568(a),
1270074,§ 423.578(a),
1270074,§ 423.578(b),
1270074,§§ 423.32(a),
1270074,,§
1270074,,§§
2225955,§ 1.3,
2225955,§ 2.2,
2225955,§ 2.3(c),
2225955,§ 2.5(c),
2225955,§ 711.1,
2225955,§ 711.3,
2225955,,§
1206257,§ 1-1052,
1206257,§ 1455,
1206257,§ 398,
1206257,§ 54,
1206257,§ 586,
1206257,§ 760,
1206257,§ 918,
1206257,§ 979b,
1206257,§§ 1-1049,
1206257,§§ 27-245.1,
1206257,,(§§
1206257,,[§§
1206257,,§
1206257,,§§
898246,§ 28-32-46,
898246,§ 28-32-46(7),
898246,§ 65-01-11,
898246,,§
219355,"§

204(b)",
219355,§ 102,
219355,§ 102(a),
219355,§ 1054(b)(1)(B)(i),
219355,§ 1054(b)(1)(B)(iii),
219355,§ 204(b),
219355,§ 204(c)(3),
219355,§ 204(g)(2),
219355,§ 204(h),
219355,§ 4(a),
219355,§ 4(a)(1),
219355,§ 4(i),
219355,§ 4(i)(1),
219355,§ 4(i)(4),
219355,§ 402(a)(1),
219355,§ 502(a)(1)(B),
219355,§ 502(a)(3),
219355,§§ 102,
219355,,§
219355,,§§
1165567,§ 19-2514,
1165567,§§ 18-1403,
1165567,,§
1165567,,§§
901384,§ 15-6-19,
901384,§ 15-6-41,
901384,§ 15-6-52(a),
901384,§ 600.6013,
901384,§ 772,
901384,,§
365509,§ 1,
365509,§ 41-101,
365509,§ 41-2201,
365509,§ 41-3938,
365509,§ 43-2328,
365509,§ 43-3201,
365509,§§ 2202,
365509,,§
365509,,§§
1352961,§ 102,
1352961,§ 457,
1352961,§§ 89-98,
1352961,,§
1352961,,§§
1366144,§ 110,
1366144,§ 4,
1366144,,§
897829,§ 14-08.1-05,
897829,§ 14-08.1-05(1)(c),
897829,§ 75-02-04.1,
897829,,§
1334683,§ 27-2503,
1334683,§ 27-2534.1,
1334683,§ 27-2537,
1334683,§ 38-1805,
1334683,§ 59-106,
1334683,,§
1439070,§ 105,
1439070,§ 105(1982),
1439070,§ 13-4-102(1)(b),
1439070,§ 2-4-204,
1439070,§ 33,
1439070,§ 38.113,
1439070,§ 44.190,
1439070,§ 6(g),
1439070,§ 96,
1439070,§ 99,
1439070,§§ 26-566,
1439070,§§ 36.01-36.25,
373916,§ 1983,
373916,,§
1386480,§ 1-3-105(a)(v)(B),
1386480,§ 25,
1386480,§ 431,
1386480,,§
1397612,§ 368,
1397612,,§
1485354,§ 1,
1485354,§ 134.202(a)(5),
1485354,§ 2001.024,
1485354,§ 2001.033,
1485354,§ 2001.033(a)(1),
1485354,§ 2001.035(a),
1485354,§ 413.005(a),
1485354,§ 413.005(b),
1485354,§ 413.011,
1485354,§ 413.011(a),
1485354,§ 413.011(b),
1485354,§ 413.011(d),
1485354,§ 413.012,
1485354,§ 6.02,
1274883,§ 38-75-740,
1274883,,§
1475006,§ 1235,
1475006,§ 368,
1475006,§ 677,
1475006,§§ 1251,
1475006,§§ 741-752,
1475006,§§ 7783-7787,
1475006,§§ 8146,
1475006,§§ 971-975,
1475006,,§
1475006,,§§
1503556,§ 157(e),
1503556,§ 179,
1503556,§ 3,
1503556,,§
1033859,§ 1401,
1033859,§ 437c,
1033859,§ 702,
1033859,,§
2522309,§ 78j(b),
2522309,,§
6368047,§802(e),
6368047,,"§802(e),"
6372740,§1547,
6372740,,§1547.
6507445,§ 184,
6507445,,§
6582441,§ 604,
6582441,§ 628,
6582441,,§
6667178,§ 207,
6667178,,§
6746139,§7248-2,
6746139,,"§7248-2,"
6849206,§ 19,
6849206,§ 46,
6849206,,§
6849569,§ 155,
6849569,§ 156,
6849569,§ 214,
6849569,,§
6883777,§ 117(b),
6883777,§ 117(d),
6883777,,§
7004916,§200,
7004916,,"§200,"
7014132,§ 232,
7014132,,§
7163645,§ 198,
7163645,§ 202,
7163645,,§
7375674,§§ 23,
7375674,,§§
7484853,§ 479.02,
7484853,,§
7504003,§ 27-2-17,
7535823,§ 20,
7535823,,§
7705962,§ 12-18-10(e),
7705962,,§
7740423,§ 36,
7740423,§ 36-30-20(3),
7740423,§ 36-30-20(4),
7740423,§ 36-30-21,
7740423,§§ 355-8-1,
7740423,§§ 36,
7740423,§§ 36-30-1,
7740423,§§ 36-30-20,
7740423,§§ 36-30-22,
7740423,§§ 41-22-20,
7740423,,[§§
7740423,,§
7740423,,§§
7742785,§ 3(b)(3),
7742785,,§
